image_path,image_timestamp,robot_timestamp,time_difference_s,timestamp,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,datetime
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_right_1747200970.587.jpg,1747200970.587,1747200970.582,0.004999876022338867,1747200970.582,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.582
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_right_1747200970.657.jpg,1747200970.657,1747200970.662,0.004999876022338867,1747200970.662,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.662
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_left_1747200970.657.jpg,1747200970.657,1747200970.662,0.004999876022338867,1747200970.662,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.662
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_left_1747200970.709.jpg,1747200970.709,1747200970.712,0.0029997825622558594,1747200970.712,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.712
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_right_1747200970.709.jpg,1747200970.709,1747200970.712,0.0029997825622558594,1747200970.712,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.712
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_left_1747200970.714.jpg,1747200970.714,1747200970.714,0.0,1747200970.714,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.714
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_right_1747200970.714.jpg,1747200970.714,1747200970.714,0.0,1747200970.714,22.98,36.87,-9.06,27.57,57.69,-48.5,185.86,108.57,156.78,-155.89,-2.25,123.02,2025-05-14 14:36:10.714
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_left_1747200970.961.jpg,1747200970.961,1747200970.963,0.002000093460083008,1747200970.963,22.845238099292835,36.694047624116045,-9.71142855318225,27.39464286170444,58.48619045388941,-48.23107143617406,186.0247619007072,108.1557142978785,158.8584523226655,-155.8288095248232,-2.26,123.0,2025-05-14 14:36:10.963
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_right_1747200970.961.jpg,1747200970.961,1747200970.963,0.002000093460083008,1747200970.963,22.845238099292835,36.694047624116045,-9.71142855318225,27.39464286170444,58.48619045388941,-48.23107143617406,186.0247619007072,108.1557142978785,158.8584523226655,-155.8288095248232,-2.26,123.0,2025-05-14 14:36:10.963
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_right_1747200970.985.jpg,1747200970.985,1747200970.983,0.0019998550415039062,1747200970.983,22.8357142978785,36.68214287234813,-9.754285659546747,27.38392858511331,58.53857136166825,-48.21321430852219,186.0342857021215,108.12714289363552,158.99535696799654,-155.82642857446965,-2.26,123.0,2025-05-14 14:36:10.983
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_left_1747200970.985.jpg,1747200970.985,1747200970.983,0.0019998550415039062,1747200970.983,22.8357142978785,36.68214287234813,-9.754285659546747,27.38392858511331,58.53857136166825,-48.21321430852219,186.0342857021215,108.12714289363552,158.99535696799654,-155.82642857446965,-2.26,123.0,2025-05-14 14:36:10.983
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_left_1747200971.027.jpg,1747200971.027,1747200971.023,0.003999948501586914,1747200971.023,22.81666669504984,36.65833336881229,-9.839999872275747,27.362500031931063,58.64333317722591,-48.17750005321844,186.05333330495017,108.0700000851495,159.26916625865863,-155.82166667376248,-2.26,123.0,2025-05-14 14:36:11.023
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_right_1747200971.027.jpg,1747200971.027,1747200971.023,0.003999948501586914,1747200971.023,22.81666669504984,36.65833336881229,-9.839999872275747,27.362500031931063,58.64333317722591,-48.17750005321844,186.05333330495017,108.0700000851495,159.26916625865863,-155.82166667376248,-2.26,123.0,2025-05-14 14:36:11.023
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_right_1747200971.039.jpg,1747200971.039,1747200971.043,0.003999948501586914,1747200971.043,22.8071428936355,36.64642861704438,-9.882856978640248,27.351785755339936,58.695714085004745,-48.159642925566565,186.0628571063645,108.0414286809065,159.40607090398967,-155.81928572340888,-2.26,123.0,2025-05-14 14:36:11.043
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_left_1747200971.039.jpg,1747200971.039,1747200971.043,0.003999948501586914,1747200971.043,22.8071428936355,36.64642861704438,-9.882856978640248,27.351785755339936,58.695714085004745,-48.159642925566565,186.0628571063645,108.0414286809065,159.40607090398967,-155.81928572340888,-2.26,123.0,2025-05-14 14:36:11.043
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_right_1747200971.271.jpg,1747200971.271,1747200971.271,0.0,1747200971.271,22.723103453945747,36.54310345394575,-10.261034457244143,27.253103453945748,59.1579310032984,-48.006206907891496,186.14344827302716,107.7858620888101,160.6099999177867,-155.7965517269729,-2.26,122.99,2025-05-14 14:36:11.271
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_left_1747200971.271.jpg,1747200971.271,1747200971.271,0.0,1747200971.271,22.723103453945747,36.54310345394575,-10.261034457244143,27.253103453945748,59.1579310032984,-48.006206907891496,186.14344827302716,107.7858620888101,160.6099999177867,-155.7965517269729,-2.26,122.99,2025-05-14 14:36:11.271
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_left_1747200971.366.jpg,1747200971.366,1747200971.366,0.0,1747200971.366,22.71,36.53,-10.32,27.24,59.23,-47.98,186.15,107.74,160.8,-155.79,-2.26,122.99,2025-05-14 14:36:11.366
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_right_1747200971.366.jpg,1747200971.366,1747200971.366,0.0,1747200971.366,22.71,36.53,-10.32,27.24,59.23,-47.98,186.15,107.74,160.8,-155.79,-2.26,122.99,2025-05-14 14:36:11.366
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_left_1747200971.384.jpg,1747200971.384,1747200971.386,0.0019998550415039062,1747200971.386,22.695714318152145,36.51253972218596,-10.381904621340706,27.222539722185957,59.304603005205465,-47.95460323227048,186.16269838386475,107.69714295445642,160.99682494990378,-155.7868254040338,-2.2615872979830947,122.9884127020169,2025-05-14 14:36:11.386
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_right_1747200971.384.jpg,1747200971.384,1747200971.386,0.0019998550415039062,1747200971.386,22.695714318152145,36.51253972218596,-10.381904621340706,27.222539722185957,59.304603005205465,-47.95460323227048,186.16269838386475,107.69714295445642,160.99682494990378,-155.7868254040338,-2.2615872979830947,122.9884127020169,2025-05-14 14:36:11.386
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_left_1747200971.402.jpg,1747200971.402,1747200971.406,0.003999948501586914,1747200971.406,22.68142863630429,36.49507944437191,-10.44380924268141,27.205079444371908,59.37920601041093,-47.92920646454096,186.17539676772952,107.65428590891288,161.19364989980755,-155.78365080806762,-2.26317459596619,122.9868254040338,2025-05-14 14:36:11.406
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_right_1747200971.402.jpg,1747200971.402,1747200971.406,0.003999948501586914,1747200971.406,22.68142863630429,36.49507944437191,-10.44380924268141,27.205079444371908,59.37920601041093,-47.92920646454096,186.17539676772952,107.65428590891288,161.19364989980755,-155.78365080806762,-2.26317459596619,122.9868254040338,2025-05-14 14:36:11.406
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_right_1747200971.639.jpg,1747200971.639,1747200971.642,0.003000020980834961,1747200971.642,22.58218750873115,36.36218750873115,-10.913437473806557,27.08218750873115,59.95124996507541,-47.73218750873115,186.2639062456344,107.33046877182788,162.6942186670541,-155.75609375436557,-2.27,122.98,2025-05-14 14:36:11.642
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_left_1747200971.639.jpg,1747200971.639,1747200971.642,0.003000020980834961,1747200971.642,22.58218750873115,36.36218750873115,-10.913437473806557,27.08218750873115,59.95124996507541,-47.73218750873115,186.2639062456344,107.33046877182788,162.6942186670541,-155.75609375436557,-2.27,122.98,2025-05-14 14:36:11.642
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_left_1747200971.712.jpg,1747200971.712,1747200971.712,0.0,1747200971.712,22.571250020954757,36.35125002095476,-10.946249937135736,27.071250020954757,59.99499991618098,-47.72125002095476,186.26937498952265,107.30312505238687,162.79812480092983,-155.75062501047736,-2.27,122.98,2025-05-14 14:36:11.712
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_right_1747200971.712.jpg,1747200971.712,1747200971.712,0.0,1747200971.712,22.571250020954757,36.35125002095476,-10.946249937135736,27.071250020954757,59.99499991618098,-47.72125002095476,186.26937498952265,107.30312505238687,162.79812480092983,-155.75062501047736,-2.27,122.98,2025-05-14 14:36:11.712
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_right_1747200971.730.jpg,1747200971.73,1747200971.73,0.0,1747200971.73,22.56343066722356,36.34124088963141,-10.980656886290069,27.061970815495457,60.03722621906651,-47.70686133444711,186.2743795551843,107.27810222407852,162.9078100657826,-155.7485401482719,-2.27,122.97927007413595,2025-05-14 14:36:11.730
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_left_1747200971.730.jpg,1747200971.73,1747200971.73,0.0,1747200971.73,22.56343066722356,36.34124088963141,-10.980656886290069,27.061970815495457,60.03722621906651,-47.70686133444711,186.2743795551843,107.27810222407852,162.9078100657826,-155.7485401482719,-2.27,122.97927007413595,2025-05-14 14:36:11.730
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_left_1747200971.742.jpg,1747200971.742,1747200971.74,0.002000093460083008,1747200971.74,22.556861334447117,36.33248177926282,-11.01131377258014,27.05394163099092,60.07445243813303,-47.69372266889423,186.2787591103686,107.25620444815704,163.00562013156522,-155.7470802965438,-2.27,122.9785401482719,2025-05-14 14:36:11.740
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_right_1747200971.742.jpg,1747200971.742,1747200971.74,0.002000093460083008,1747200971.74,22.556861334447117,36.33248177926282,-11.01131377258014,27.05394163099092,60.07445243813303,-47.69372266889423,186.2787591103686,107.25620444815704,163.00562013156522,-155.7470802965438,-2.27,122.9785401482719,2025-05-14 14:36:11.740
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_right_1747200971.931.jpg,1747200971.931,1747200971.927,0.003999948501586914,1747200971.927,22.46906250543272,36.21906250543272,-11.413749978269127,26.94906250543272,60.561041641313984,-47.521770842387866,186.33729166304485,106.96718751629815,164.29218742937468,-155.73,-2.27,122.97,2025-05-14 14:36:11.927
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_left_1747200971.931.jpg,1747200971.931,1747200971.927,0.003999948501586914,1747200971.927,22.46906250543272,36.21906250543272,-11.413749978269127,26.94906250543272,60.561041641313984,-47.521770842387866,186.33729166304485,106.96718751629815,164.29218742937468,-155.73,-2.27,122.97,2025-05-14 14:36:11.927
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_left_1747200971.975.jpg,1747200971.975,1747200971.977,0.002000093460083008,1747200971.977,22.46125000931323,36.21125000931323,-11.44499996274708,26.94125000931323,60.59749995653826,-47.50875001552205,186.3424999937912,106.94375002793969,164.39374987892802,-155.73,-2.27,122.97,2025-05-14 14:36:11.977
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/right/zed_49429257_right_1747200971.975.jpg,1747200971.975,1747200971.977,0.002000093460083008,1747200971.977,22.46125000931323,36.21125000931323,-11.44499996274708,26.94125000931323,60.59749995653826,-47.50875001552205,186.3424999937912,106.94375002793969,164.39374987892802,-155.73,-2.27,122.97,2025-05-14 14:36:11.977
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_right_1747200972.029.jpg,1747200972.029,1747200972.027,0.002000093460083008,1747200972.027,22.45343751319374,36.20343751319375,-11.47624994722503,26.93343751319374,60.63395827176253,-47.49572918865624,186.3477083245375,106.92031253958122,164.49531232848133,-155.73,-2.27,122.97,2025-05-14 14:36:12.027
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_left_1747200972.029.jpg,1747200972.029,1747200972.027,0.002000093460083008,1747200972.027,22.45343751319374,36.20343751319375,-11.47624994722503,26.93343751319374,60.63395827176253,-47.49572918865624,186.3477083245375,106.92031253958122,164.49531232848133,-155.73,-2.27,122.97,2025-05-14 14:36:12.027
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_left_1747200972.049.jpg,1747200972.049,1747200972.049,0.0,1747200972.049,22.45,36.2,-11.49,26.93,60.65,-47.49,186.35,106.91,164.54,-155.73,-2.27,122.97,2025-05-14 14:36:12.049
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_right_1747200972.049.jpg,1747200972.049,1747200972.049,0.0,1747200972.049,22.45,36.2,-11.49,26.93,60.65,-47.49,186.35,106.91,164.54,-155.73,-2.27,122.97,2025-05-14 14:36:12.049
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_left_1747200972.264.jpg,1747200972.264,1747200972.263,0.0009999275207519531,1747200972.263,22.32,36.04,-12.09,26.77,61.38,-47.24,186.42,106.47,166.45,-155.7,-2.27,122.96,2025-05-14 14:36:12.263
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/left/zed_44377151_right_1747200972.264.jpg,1747200972.264,1747200972.263,0.0009999275207519531,1747200972.263,22.32,36.04,-12.09,26.77,61.38,-47.24,186.42,106.47,166.45,-155.7,-2.27,122.96,2025-05-14 14:36:12.263
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_right_1747200972.303.jpg,1747200972.303,1747200972.303,0.0,1747200972.303,22.32,36.03736842270373,-12.09789473188881,26.76736842270373,61.39052630918509,-47.23736842270373,186.42,106.4621052681112,166.4763157729627,-155.7,-2.26736842270373,122.96,2025-05-14 14:36:12.303
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/front/zed_41182735_left_1747200972.303.jpg,1747200972.303,1747200972.303,0.0,1747200972.303,22.32,36.03736842270373,-12.09789473188881,26.76736842270373,61.39052630918509,-47.23736842270373,186.42,106.4621052681112,166.4763157729627,-155.7,-2.26736842270373,122.96,2025-05-14 14:36:12.303
/home/najo/NAS/DIP/datasets/meca_insertion/vla_dataset3_hand2/top/zed_49045152_left_1747200972.357.jpg,1747200972.357,1747200972.353,0.004000186920166016,1747200972.353,22.32,36.034078951083394,-12.10776314674982,26.764078951083395,61.40368419566643,-47.23407895108339,186.42,106.45223685325018,166.5092104891661,-155.7,-2.264078951083393,122.96,2025-05-14 14:36:12.353
